,name,rmsd,time
0,6qqw,0.8659170913493447,4.726743459701538
1,6d08,0.5308039022169068,47.2066650390625
2,6jap,2.465866220497638,5.482592344284058
3,6np2,2.347435044963455,6.476262807846069
4,6uvp,7.380081320984738,6.113911151885986
5,6oxq,9.940724449725275,14.909214496612549
6,6jsn,9.71385925760048,8.434460401535034
7,6hzb,,30.482041835784912
8,6qrc,1.4503014054556613,5.872650146484375
9,6oio,0.7546670789162597,5.7328712940216064
10,6jag,0.5073230254718518,5.8591907024383545
11,6moa,0.41835662617755526,5.281593084335327
12,6hld,0.39803101425854787,84.00880360603333
13,6i9a,11.883626791404689,9.773005485534668
14,6e4c,,3.9332830905914307
15,6g24,7.107153328689343,3.0469796657562256
16,6jb4,3.9887872026251396,5.617142677307129
17,6s55,0.25761751825969753,6.744012355804443
18,6seo,14.415648613236192,130.81568336486816
19,6dyz,0.8823859184568348,6.244974136352539
20,5zk5,1.13643401062455,193.6068148612976
21,6jid,9.53875590245744,5.35775351524353
22,5ze6,13.088166800587468,7.55635929107666
23,6qlu,1.056879277141724,5.841705799102783
24,6a6k,8.878686599677573,9.905038595199585
25,6qgf,12.765884205117228,7.107656478881836
26,6e3z,4.290823829211977,6.3869993686676025
27,6te6,11.147735320738917,6.4225404262542725
28,6pka,,11.318540096282959
29,6g2o,7.138673950936391,4.7313079833984375
30,6jsf,9.209601141299126,8.037756204605103
31,5zxk,5.137132831972846,2.9284162521362305
32,6qxd,6.408621026733108,5.353536367416382
33,6n97,13.316709050904002,13.248463869094849
34,6jt3,8.229576228248435,6.9059672355651855
35,6qtr,16.250347897421584,46.35820984840393
36,6oy1,6.026869687703405,14.530642032623291
37,6n96,8.18914203627722,4.189091920852661
38,6qzh,9.099572767193774,9.88354206085205
39,6qqz,0.8994338497076928,6.010127782821655
40,6qmt,1.488353552183182,4.632882833480835
41,6ibx,11.01941541957599,11.661611318588257
42,6hmt,1.8676346767272995,8.274432182312012
43,5zk7,12.428076644960926,9.013544797897339
44,6k3l,3.4024633429325877,4.761248826980591
45,6cjs,1.1144177192333116,8.505080461502075
46,6n9l,1.0745561702223678,5.122866153717041
47,6ibz,9.024693113312699,10.194270133972168
48,6ott,9.436657613492487,9.66003966331482
49,6gge,9.378453072957537,4.574557781219482
50,6hot,5.335033400515444,3.1486294269561768
51,6e3p,,3.5705811977386475
52,6md6,5.73543224177568,4.876129865646362
53,6hlb,0.7467961346088146,75.17251443862915
54,6fe5,7.226799976805911,4.747482061386108
55,6uwp,8.916350580067311,7.213057279586792
56,6npp,6.8353362822109265,3.790229320526123
57,6g2f,7.3719910443741945,4.181145191192627
58,6mo7,0.9746531766812313,4.6905357837677
59,6bqd,0.8321385942257457,4.72744345664978
60,6nsv,10.680318212828338,13.189337491989136
61,6i76,0.37582354015326574,5.862084150314331
62,6n53,5.314180619077029,4.69317626953125
63,6g2c,9.649452839682835,3.275601625442505
64,6eeb,9.445362616806353,4.6667962074279785
65,6n0m,3.2106773688221417,4.096980810165405
66,6uvy,6.772970808399264,5.358999013900757
67,6ovz,5.34157737537732,2.9445033073425293
68,6olx,5.789738448004046,5.342970371246338
69,6v5l,7.224285829002783,3.8404481410980225
70,6hhg,15.344613079684265,11.367982387542725
