,name,rmsd,time
0,6qqw,32.57854515419061,0.945152759552002
1,6d08,28.501569195041004,0.7199475765228271
2,6jap,37.372192717022386,0.9510395526885986
3,6np2,112.18751039450038,0.7014508247375488
4,6uvp,106.69317942036449,0.8606774806976318
5,6oxq,92.74739021809881,0.6496407985687256
6,6jsn,45.5899613534151,0.9196689128875732
7,6hzb,,1.1429164409637451
8,6qrc,32.252929243584475,1.0023574829101562
9,6oio,23.87480403102819,0.7598960399627686
10,6jag,37.37565444766559,1.0137412548065186
11,6moa,61.742235599574244,0.5812180042266846
12,6hld,64.79659067610542,1.224745512008667
13,6i9a,18.695385353657176,1.0488593578338623
14,6e4c,,0.642338752746582
15,6g24,25.95766486030668,0.6172513961791992
16,6jb4,37.57757494836515,0.9868285655975342
17,6s55,54.12564473057111,0.628765344619751
18,6seo,36.076160350387426,0.6803796291351318
19,6dyz,69.10630216228803,1.3314027786254883
20,5zk5,130.5828291981245,0.7070682048797607
21,6jid,74.82920744335063,0.784062385559082
22,5ze6,49.367937179914655,1.4280674457550049
23,6qlu,21.909203290089113,0.6053192615509033
24,6a6k,164.31757506578532,0.6356213092803955
25,6qgf,25.90584409118767,0.6147820949554443
26,6e3z,61.459176250852344,0.9239475727081299
27,6te6,35.99343037321186,0.7998178005218506
28,6pka,,0.8331654071807861
29,6g2o,22.599946401116384,0.5683712959289551
30,6jsf,46.12832083602779,0.8793380260467529
31,5zxk,168.17621324828707,0.6397254467010498
32,6qxd,102.70333653990298,0.8103299140930176
33,6n97,37.2785329182321,1.2582237720489502
34,6jt3,46.07073684470212,0.8439815044403076
35,6qtr,32.95426137926917,0.7564816474914551
36,6oy1,92.07106838867766,0.6339800357818604
37,6n96,58.863355140419046,0.6948626041412354
38,6qzh,31.53490862664595,1.9232044219970703
39,6qqz,32.13357998392543,0.9073197841644287
40,6qmt,10.229891496835977,0.6729207038879395
41,6ibx,285.47013776930686,1.021151065826416
42,6hmt,25.290509931969492,1.1477162837982178
43,5zk7,24.67273158678399,0.6360702514648438
44,6k3l,18.800905213313534,0.7990586757659912
45,6cjs,38.55755303286703,0.6627640724182129
46,6n9l,35.23077044499805,1.4257712364196777
47,6ibz,286.24858131218195,1.1078908443450928
48,6ott,70.16814810520715,5.277376890182495
49,6gge,138.83926968816013,0.6280827522277832
50,6hot,30.25066221525635,0.833289623260498
51,6e3p,,0.605567216873169
52,6md6,54.48993750455216,1.377244234085083
53,6hlb,64.32365544152478,1.0428035259246826
54,6fe5,65.37290485470916,1.7240381240844727
55,6uwp,24.194282370167695,0.8923873901367188
56,6npp,38.31385988658792,0.6420259475708008
57,6g2f,22.83131261739748,0.5842230319976807
58,6mo7,85.67363952274978,0.702580451965332
59,6bqd,84.90605000139861,0.6005806922912598
60,6nsv,12.940753877154565,0.5869371891021729
61,6i76,20.307610405680155,0.5857436656951904
62,6n53,36.75463463706785,0.6349420547485352
63,6g2c,23.108609695363146,0.616173505783081
64,6eeb,129.76241794954004,0.5868260860443115
65,6n0m,98.7101713658898,0.8888225555419922
66,6uvy,107.0327635072551,0.9007737636566162
67,6ovz,33.77269078285421,1.0241897106170654
68,6olx,28.091354092331343,0.6425163745880127
69,6v5l,14.910146157391706,0.608165979385376
70,6hhg,26.81788927919765,0.9413294792175293
71,5zcu,40.72041952364709,1.0743365287780762
72,6dz2,254.01042643468284,1.2070960998535156
73,6mjq,216.83080619115688,2.02360200881958
74,6efk,36.96800334914265,0.6453585624694824
75,6s9w,25.64256263148291,0.9980266094207764
76,6gdy,123.74893919504926,0.7694644927978516
77,6kqi,48.580676685511726,1.0886869430541992
